sentence,label,paragraph,hierarchy,doc_id
"Mr Blair later stressed Labour's election pledge to focus on education, when he met parents in the area.",0,"Tony Blair sailed across the lake in Bromsgrove, Worcestershire, while on a visit with Education Secretary Ruth Kelly to back school outings. Mr Blair later stressed Labour's election pledge to focus on education, when he met parents in the area. The Conservatives and Lib Dems both say his pledges are ""worthless"". All the parties are stepping up campaigning ahead of a General Election widely expected to be held on 5 May. Mr Blair, looking a little windswept, joined two girls from St Egwin's Middle School in Evesham and an instructor for a trip in the Wayfarer dinghy, closely followed by a boat full of photographers.","Tony Blair sailed across the lake in Bromsgrove, Worcestershire, while on a visit with Education Secretary Ruth Kelly to back school outings.[SEP]Mr Blair later stressed Labour's election pledge to focus on education, when he met parents in the area.[SEP]The Conservatives and Lib Dems both say his pledges are ""worthless"".",politics352.txt
"The money would be used to help pay for key policies such as abolishing university tuition fees, scrapping council tax in favour of local income tax, and providing free care for the elderly, he said.",0,"Mr Kennedy also outlined his party's plan to impose a 50% income tax rate on earnings over £100,000 a year. The money would be used to help pay for key policies such as abolishing university tuition fees, scrapping council tax in favour of local income tax, and providing free care for the elderly, he said. Labour and the Tories claim the sums do not add up, and that working families would be hardest hit. Mr Kennedy said: ""Britain is the fourth-largest economy in the world. We have world class businesses and a world class workforce.","Mr Kennedy also outlined his party's plan to impose a 50% income tax rate on earnings over £100,000 a year.[SEP]The money would be used to help pay for key policies such as abolishing university tuition fees, scrapping council tax in favour of local income tax, and providing free care for the elderly, he said.[SEP]Labour and the Tories claim the sums do not add up, and that working families would be hardest hit.",politics417.txt
Greek athletics' governing body has postponed by two weeks the judgement on sprinters Costas Kenteris and Katerina Thanou for missing doping tests.,0,Greek athletics' governing body has postponed by two weeks the judgement on sprinters Costas Kenteris and Katerina Thanou for missing doping tests.,[NULL][SEP]Greek athletics' governing body has postponed by two weeks the judgement on sprinters Costas Kenteris and Katerina Thanou for missing doping tests.[SEP][NULL],sport016.txt
"Clyde had the ball in the net after half-an-hour through a tremendous strike from Bryson, but the referee had already blown for a foul by Petrov.",0,"The home side's Craig Bryson had a goal chopped off before Stan Varga headed Celtic into the lead. Alan Thompson scored from the penalty spot at the start of the second half after Shaun Maloney had been fouled. Stilian Petrov slid in a third, Varga tapped in his second and Craig Bellamy completed the rout with a fine drive. Bryn Halliwell was the busier keeper early on, saving from Bellamy, Chris Sutton and Juninho. Clyde had the ball in the net after half-an-hour through a tremendous strike from Bryson, but the referee had already blown for a foul by Petrov. From the resulting free kick, Darren Sheridan curled the ball round the Celtic wall only for the post to deny him. Back at the other end, Halliwell did well to come off his line and block Bellamy's effort to lift the ball over him. The keeper misjudged a corner that Stephane Henchoz headed wide, but a similar scenario five minutes before the break led to the opening goal. The ball was delivered from the left and Halliwell was left floundering as Varga glanced the ball into the net.","Bryn Halliwell was the busier keeper early on, saving from Bellamy, Chris Sutton and Juninho.[SEP]Clyde had the ball in the net after half-an-hour through a tremendous strike from Bryson, but the referee had already blown for a foul by Petrov.[SEP]From the resulting free kick, Darren Sheridan curled the ball round the Celtic wall only for the post to deny him.",sport108.txt
Norwich have signed Charlton midfielder Graham Stuart until the end of the season for an undisclosed fee.,0,Norwich have signed Charlton midfielder Graham Stuart until the end of the season for an undisclosed fee.,[NULL][SEP]Norwich have signed Charlton midfielder Graham Stuart until the end of the season for an undisclosed fee.[SEP][NULL],sport186.txt
Munster's Heineken Cup quarter-final tie against Biarritz on 3 April has been switched to Real Sociedad's Paseo de Anoeta stadium in San Sebastian.,0,Munster's Heineken Cup quarter-final tie against Biarritz on 3 April has been switched to Real Sociedad's Paseo de Anoeta stadium in San Sebastian.,[NULL][SEP]Munster's Heineken Cup quarter-final tie against Biarritz on 3 April has been switched to Real Sociedad's Paseo de Anoeta stadium in San Sebastian.[SEP][NULL],sport317.txt
US coach Patrick McEnroe wants Roddick and the rest of his team to play more tennis on clay and hone their skills on the surface.,0,"Aged 18 years and 185 days, the Mallorcan became the youngest player to win the Davis Cup. ""What a great way to finish the year,"" said Nadal afterwards. US coach Patrick McEnroe wants Roddick and the rest of his team to play more tennis on clay and hone their skills on the surface. ""I think it will help these guys even on slow hard courts to learn how to mix things up a little bit and to play a little bit smarter and tactically better."" ""Obviously it's unrealistic to say that we're going to just start playing constantly on clay, with the schedule. ""But certainly I think we can put the work in at the appropriate time and play a couple more events and play against these guys who are the best on this stuff,"" said McEnroe. Roddick was left frustrated after losing both his singles on the slow clay of Seville's Olympic Stadium. ""It's just tough because I felt like I was in it the whole time against one of the top three clay-courters in the world,"" said the American. ""I had my chances and just didn't convert them. The bottom line is they were just better than us this weekend. ""They came out, took care of business and they beat us. It's as simple as that.""","""What a great way to finish the year,"" said Nadal afterwards.[SEP]US coach Patrick McEnroe wants Roddick and the rest of his team to play more tennis on clay and hone their skills on the surface.[SEP]""I think it will help these guys even on slow hard courts to learn how to mix things up a little bit and to play a little bit smarter and tactically better.""",sport469.txt
One of the next titles to come from Lionhead puts players in charge of a movie studio and tasks them with producing and directing a hit film.,0,"""It was thought to be like skateboarding,"" he said, ""a craze that everyone thought would go away."" Now, he said, the gaming world rivals the movie industry for sales and cultural influence. ""Britain plays a big part in it,"" he said. ""It's one of the founding nations that made the industry what it is."" Mr Molyneux has been a pivotal figure in the computer games industry for almost 20 years. His career started at Bullfrog Studios which in 1987 produced Populous one of the first God-games. The title gave players control over the lives a small population of computerised people. Mr Molyneux said that his involvement with the games industry started almost by accident as back in the early days game making was more a hobby than a career. ""I thought everyone would treat Populous as weird,"" he said, ""but it became a huge international success."" He left Bullfrog in 1997 to set up Lionhead Studios which was behind the ambitous and widely acclaimed game Black & White. One of the next titles to come from Lionhead puts players in charge of a movie studio and tasks them with producing and directing a hit film. The veteran game maker says he has one problem still to solve. ""Being an absolute geek I've got no idea what I'm going to wear when I go and pick it up,"" he said.",He left Bullfrog in 1997 to set up Lionhead Studios which was behind the ambitous and widely acclaimed game Black & White.[SEP]One of the next titles to come from Lionhead puts players in charge of a movie studio and tasks them with producing and directing a hit film.[SEP]The veteran game maker says he has one problem still to solve.,tech100.txt
"With the potential of having a percentage of every media transaction that takes place globally, the prize for being the supplier of the world's dominant DRM scheme is huge.",0,"The European Commission is being pragmatic in its approach. They have identified that many groups have defined the forms of digital media in the areas that NEM encompasses. The NEM approach is to take a serious look at what is available and what is in the pipeline, pick out the best, bring them together and identify where the gaps are. Where it finds holes, it will develop standards to fill them. What is significant is that such a large and powerful organisation has stated its desire for digital formats to be open to all and work on any gadget. This is bound to please, if not surprise, many individuals and user organisations who feel that the wishes of the holder of rights to content are normally considered over and above those of the consumer. Many feel that the most difficult and challenging area for the Commission will be to identify a solution for different Digital Rights Management (DRM) schemes. Currently DRM solutions are incompatible, locking certain types of purchased content, making them unplayable on all platforms. With the potential of having a percentage of every media transaction that takes place globally, the prize for being the supplier of the world's dominant DRM scheme is huge. Although entertainment is an obvious first step, it will encompass the remote provisions of healthcare, energy efficiency and control of the smart home. The 10-year plan brings together the work of many currently running research projects that the EC has been funding for a number of years.","Currently DRM solutions are incompatible, locking certain types of purchased content, making them unplayable on all platforms.[SEP]With the potential of having a percentage of every media transaction that takes place globally, the prize for being the supplier of the world's dominant DRM scheme is huge.[SEP]Although entertainment is an obvious first step, it will encompass the remote provisions of healthcare, energy efficiency and control of the smart home.",tech215.txt
"BSkyB plans to ship its first generation set-top boxes, to receive HDTV broadcasts, in time for Christmas.",0,"Preparations for the analogue switch-off are already underway in some areas, and programmes are being filmed with HD cameras. BSkyB plans to ship its first generation set-top boxes, to receive HDTV broadcasts, in time for Christmas. Like its Sky+ boxes, they will also be personal video recorders (PVRs). The company will start broadcasts of HDTV programmes, offering them as ""premium channel packages"", concentrating, to start with, on sports, big events, and films, in early 2006. But the set-top box which receives HDTV broadcasts has to plug into a display - TV set - that can show the images at the much higher resolution that HD demands, if HDTV is to be ""real"". By 2010, 20% of homes in the UK will have some sort of TV set or display that can show HD in its full glory.","Preparations for the analogue switch-off are already underway in some areas, and programmes are being filmed with HD cameras.[SEP]BSkyB plans to ship its first generation set-top boxes, to receive HDTV broadcasts, in time for Christmas.[SEP]Like its Sky+ boxes, they will also be personal video recorders (PVRs).",tech360.txt
"The company will start broadcasts of HDTV programmes, offering them as ""premium channel packages"", concentrating, to start with, on sports, big events, and films, in early 2006.",0,"Preparations for the analogue switch-off are already underway in some areas, and programmes are being filmed with HD cameras. BSkyB plans to ship its first generation set-top boxes, to receive HDTV broadcasts, in time for Christmas. Like its Sky+ boxes, they will also be personal video recorders (PVRs). The company will start broadcasts of HDTV programmes, offering them as ""premium channel packages"", concentrating, to start with, on sports, big events, and films, in early 2006. But the set-top box which receives HDTV broadcasts has to plug into a display - TV set - that can show the images at the much higher resolution that HD demands, if HDTV is to be ""real"". By 2010, 20% of homes in the UK will have some sort of TV set or display that can show HD in its full glory.","Like its Sky+ boxes, they will also be personal video recorders (PVRs).[SEP]The company will start broadcasts of HDTV programmes, offering them as ""premium channel packages"", concentrating, to start with, on sports, big events, and films, in early 2006.[SEP]But the set-top box which receives HDTV broadcasts has to plug into a display - TV set - that can show the images at the much higher resolution that HD demands, if HDTV is to be ""real"".",tech360.txt
"This also means they are equipped to cope with both analogue and HDTV signals, and so comply with the minimum specification set out by the industry.",0,"From next month, all devices that have the right connectors and resolution required will carry a ""HD-Ready"" sticker. This also means they are equipped to cope with both analogue and HDTV signals, and so comply with the minimum specification set out by the industry. ""The logo is absolutely the way forward,"" said David Mercer, analysts with Strategy Analytics. ""But it is still not appearing on many retail products."" The industry is upbeat that the sticker will help, but it is only a start. ""We can only do so much with the position we are in today with manufacturers,"" said Mr Oudendijk. ""There may well be a number of dissatisfied customers in the next few months."" The European Broadcast Union (EBU) is testing different flavours of HD formats to prepare for even better HDTV further down the line. It is similarly concerned that people get the right information on HDTV formats, as well as which devices will support the formats. ""We believe consumers buying expensive displays need to ensure their investment is worthwhile,"" said Phil Laven, technical director for the EBU. The TV display manufacturers want us to watch HD on screens that are at least 42in (106cm), to get the ""true impact"" of HD, they say, although smaller displays suffice. What may convince people to spend money on HD-ready devices is the falling prices, which continue to tumble across Europe. The prices are dropping an average of 20% every year, according to analysts. LCD prices dropped by 43% in Europe as a whole last year, according to Mr Oudendijk.","From next month, all devices that have the right connectors and resolution required will carry a ""HD-Ready"" sticker.[SEP]This also means they are equipped to cope with both analogue and HDTV signals, and so comply with the minimum specification set out by the industry.[SEP]""The logo is absolutely the way forward,"" said David Mercer, analysts with Strategy Analytics.",tech360.txt
"This could see its workforce trimmed from 155,000 to 110,000 staff by 2010.",0,"Mr Mittal told US investors that once the acquisition of International Steel Group was completed, the company would aim to reduce its workforce by between 7,000 and 8,000 annually. This could see its workforce trimmed from 155,000 to 110,000 staff by 2010. ""We are investing in modernisation so employees will go down,"" Mr Mittal told the conference in Chicago.","Mr Mittal told US investors that once the acquisition of International Steel Group was completed, the company would aim to reduce its workforce by between 7,000 and 8,000 annually.[SEP]This could see its workforce trimmed from 155,000 to 110,000 staff by 2010.[SEP]""We are investing in modernisation so employees will go down,"" Mr Mittal told the conference in Chicago.",business027.txt
"Prosecutors in the south of the country have targeted Hato El Charcote, a beef cattle ranch owned by Agroflora.",0,"The firm, whose Agroflora subsidiary operates 13 farms in Venezuela, insisted that it had complied fully with Venezuelan law. Prosecutors in the south of the country have targeted Hato El Charcote, a beef cattle ranch owned by Agroflora. According to Reuters, they plan to seize 12,900 acres (5,200 hectares) from the 32,000 acre (13,000 hectare) farm.","The firm, whose Agroflora subsidiary operates 13 farms in Venezuela, insisted that it had complied fully with Venezuelan law.[SEP]Prosecutors in the south of the country have targeted Hato El Charcote, a beef cattle ranch owned by Agroflora.[SEP]According to Reuters, they plan to seize 12,900 acres (5,200 hectares) from the 32,000 acre (13,000 hectare) farm.",business029.txt
The club has previously rejected Mr Glazer's approaches out of hand.,0,"The board of the football club is expected to meet early this week to discuss the latest proposal, which values the club at £800m ($1.5bn). Manchester United revealed on Sunday that it had received a detailed proposal from Mr Glazer, which looks set to receive more serious scrutiny. The club has previously rejected Mr Glazer's approaches out of hand. But a senior source at the club told the BBC: ""This time it's different."" Supporters' group Shareholders United, however, urged the club to reject the new deal.","Manchester United revealed on Sunday that it had received a detailed proposal from Mr Glazer, which looks set to receive more serious scrutiny.[SEP]The club has previously rejected Mr Glazer's approaches out of hand.[SEP]But a senior source at the club told the BBC: ""This time it's different.""",business229.txt
Customers can also qualify if they have Permanent Interest Bearing Shares (PIBS).,0,"To qualify for the profit share, members must have either a mortgage, or an investment account other than a deposit account. Customers can also qualify if they have Permanent Interest Bearing Shares (PIBS). The profit share scheme was introduced in 1997 and has paid out more than £370m. Britannia will unveil its results on Wednesday.","To qualify for the profit share, members must have either a mortgage, or an investment account other than a deposit account.[SEP]Customers can also qualify if they have Permanent Interest Bearing Shares (PIBS).[SEP]The profit share scheme was introduced in 1997 and has paid out more than £370m. Britannia will unveil its results on Wednesday.",business237.txt
Of course the Japanese could always have more children.,0,"Of course the Japanese could always have more children. The government is currently considering financial rewards for procreative couples similar to those in operation in Australia. But there would be no pay back until 2030, when today's babies are taxpayers, and the demographic crisis, like in Europe, starts to unfold in 2010. In contrast to Japan - and of course the European Union - the US population is expected to increase by 46% to 420 million by the middle of the century. Although President Bush must re-devise Social Security to take account of a 130% rise in America's over 65s, the IMF foresees a positive contribution to the US current account balance from the combined forces of fertility and immigration.",[NULL][SEP]Of course the Japanese could always have more children.[SEP]The government is currently considering financial rewards for procreative couples similar to those in operation in Australia.,business287.txt
Yukos' US lawyers will attempt to have Baikal assets frozen after the Russian government ignored a US court order last week blocking the sale.,0,Yukos has said it will sue Baikal and others involved in the sale of Yuganskneftegas for $20bn in damages. Yukos' US lawyers will attempt to have Baikal assets frozen after the Russian government ignored a US court order last week blocking the sale. Baikal's background and its motives for buying the unit are still unclear.,Yukos has said it will sue Baikal and others involved in the sale of Yuganskneftegas for $20bn in damages.[SEP]Yukos' US lawyers will attempt to have Baikal assets frozen after the Russian government ignored a US court order last week blocking the sale.[SEP]Baikal's background and its motives for buying the unit are still unclear.,business324.txt
"Mr Bush indicated there would be ""strict discipline"" on non-defence spending in the budget.",0,"The US budget and its trade deficit are both deep in the red, helping to push the dollar to lows against the euro and fuelling fears about the economy. Mr Bush indicated there would be ""strict discipline"" on non-defence spending in the budget. The vow to cut the deficit had been one of his re-election declarations. The federal budget deficit hit a record $412bn (£211.6bn) in the 12 months to 30 September and $377bn in the previous year.","The US budget and its trade deficit are both deep in the red, helping to push the dollar to lows against the euro and fuelling fears about the economy.[SEP]Mr Bush indicated there would be ""strict discipline"" on non-defence spending in the budget.[SEP]The vow to cut the deficit had been one of his re-election declarations.",business328.txt
"""We will submit a budget that fits the times,"" Mr Bush said.",0,"""We will submit a budget that fits the times,"" Mr Bush said. ""It will provide every tool and resource to the military, will protect the homeland, and meet other priorities of the government."" The US has said it is committed to a strong dollar. But the dollar's weakness has hit European and Asian exporters and lead to calls for US intervention to boost the currency. Mr Bush, however, has said the best way to halt the dollar's slide is to deal with the US deficit. ""It's a budget that I think will send the right signal to the financial markets and to those concerned about our short-term deficits,"" Mr Bush added. ""As well, we've got to deal with the long-term deficit issues.""","[NULL][SEP]""We will submit a budget that fits the times,"" Mr Bush said.[SEP]""It will provide every tool and resource to the military, will protect the homeland, and meet other priorities of the government.""",business328.txt
The gains were led by a 4.3% jump in auto sales as dealers used enhanced offers to get cars out of showrooms.,0,"Seasonally adjusted sales rose 1.2% in the month, compared to 0.1% a month earlier, boosted by a surge in shopping just before and after Christmas. Sales climbed 8% for the year, the best performance since an 8.5% rise in 1999, the Commerce Department added. The gains were led by a 4.3% jump in auto sales as dealers used enhanced offers to get cars out of showrooms. Dealers were forced to cut prices in December to maintain sales growth in a tough quarter when the usual end-of-year holiday sales boom was slow to get started.","Sales climbed 8% for the year, the best performance since an 8.5% rise in 1999, the Commerce Department added.[SEP]The gains were led by a 4.3% jump in auto sales as dealers used enhanced offers to get cars out of showrooms.[SEP]Dealers were forced to cut prices in December to maintain sales growth in a tough quarter when the usual end-of-year holiday sales boom was slow to get started.",business450.txt
Dealers were forced to cut prices in December to maintain sales growth in a tough quarter when the usual end-of-year holiday sales boom was slow to get started.,0,"Seasonally adjusted sales rose 1.2% in the month, compared to 0.1% a month earlier, boosted by a surge in shopping just before and after Christmas. Sales climbed 8% for the year, the best performance since an 8.5% rise in 1999, the Commerce Department added. The gains were led by a 4.3% jump in auto sales as dealers used enhanced offers to get cars out of showrooms. Dealers were forced to cut prices in December to maintain sales growth in a tough quarter when the usual end-of-year holiday sales boom was slow to get started.",The gains were led by a 4.3% jump in auto sales as dealers used enhanced offers to get cars out of showrooms.[SEP]Dealers were forced to cut prices in December to maintain sales growth in a tough quarter when the usual end-of-year holiday sales boom was slow to get started.[SEP][NULL],business450.txt
Roman Catholic organisations in India have demanded the withdrawal of a film that depicts a priest having an affair with a girl half his age.,0,Roman Catholic organisations in India have demanded the withdrawal of a film that depicts a priest having an affair with a girl half his age.,[NULL][SEP]Roman Catholic organisations in India have demanded the withdrawal of a film that depicts a priest having an affair with a girl half his age.[SEP][NULL],entertainment085.txt
"Indian television channels are now refusing to run the promotional material for the film, Sins, ahead of its release on Friday.",0,"Indian television channels are now refusing to run the promotional material for the film, Sins, ahead of its release on Friday. The director of the film, Vinod Pande, says the movie is not offensive and has refused to withdraw it. Catholics are planning a protest in Mumbai (Bombay) on Wednesday. The president of one of Mumbai's main Catholic organisations, Dolphy D'Souza, says the portrayal of an ordained priest as a man of loose moral character has hurt the religious sentiments of India's Catholic community.","[NULL][SEP]Indian television channels are now refusing to run the promotional material for the film, Sins, ahead of its release on Friday.[SEP]The director of the film, Vinod Pande, says the movie is not offensive and has refused to withdraw it.",entertainment085.txt
"A Los Angeles Superior Court judge is expected to set a trial date later this month for Spector, who was indicted on murder charges in September.",0,"Mr Cutler said: ""Phil did not cause the death of this woman, he's not criminally responsible and he's not civilly responsible either. ""But I'm not surprised they filed a suit for money, that seems to be de rigueur nowadays."" A Los Angeles Superior Court judge is expected to set a trial date later this month for Spector, who was indicted on murder charges in September. Roderick Lindblom, one of Ms Clarkson's lawyers, said: ""Our intent is to let the criminal proceedings go forward and not do anything that would interfere with the prosecution.""","""But I'm not surprised they filed a suit for money, that seems to be de rigueur nowadays.""[SEP]A Los Angeles Superior Court judge is expected to set a trial date later this month for Spector, who was indicted on murder charges in September.[SEP]Roderick Lindblom, one of Ms Clarkson's lawyers, said: ""Our intent is to let the criminal proceedings go forward and not do anything that would interfere with the prosecution.""",entertainment149.txt
Five mailed thousands of fake dossiers including photos of murder victims and an e-mail suggesting the recipient was being stalked by a serial killer.,0,"Five mailed thousands of fake dossiers including photos of murder victims and an e-mail suggesting the recipient was being stalked by a serial killer. Following complaints, the Advertising Standards Authority contacted Five to cease promotion of crime show CSI:NY. Five admitted it had sent out 55,000 promotion packs but had now stopped. The promotion material was sent in brown envelope of the type used by investigators in the series, a spin-off from the highly successful CSI: Crime Scene Investigation series, which also runs on Five. The pack also features pictures of forensic evidence from a crime scene and a wanted poster, which did have a CSI:NY logo printed in large at the bottom.","[NULL][SEP]Five mailed thousands of fake dossiers including photos of murder victims and an e-mail suggesting the recipient was being stalked by a serial killer.[SEP]Following complaints, the Advertising Standards Authority contacted Five to cease promotion of crime show CSI:NY.",entertainment173.txt
"Five admitted it had sent out 55,000 promotion packs but had now stopped.",0,"Five mailed thousands of fake dossiers including photos of murder victims and an e-mail suggesting the recipient was being stalked by a serial killer. Following complaints, the Advertising Standards Authority contacted Five to cease promotion of crime show CSI:NY. Five admitted it had sent out 55,000 promotion packs but had now stopped. The promotion material was sent in brown envelope of the type used by investigators in the series, a spin-off from the highly successful CSI: Crime Scene Investigation series, which also runs on Five. The pack also features pictures of forensic evidence from a crime scene and a wanted poster, which did have a CSI:NY logo printed in large at the bottom.","Following complaints, the Advertising Standards Authority contacted Five to cease promotion of crime show CSI:NY.[SEP]Five admitted it had sent out 55,000 promotion packs but had now stopped.[SEP]The promotion material was sent in brown envelope of the type used by investigators in the series, a spin-off from the highly successful CSI: Crime Scene Investigation series, which also runs on Five.",entertainment173.txt
"The promotion material was sent in brown envelope of the type used by investigators in the series, a spin-off from the highly successful CSI: Crime Scene Investigation series, which also runs on Five.",0,"Five mailed thousands of fake dossiers including photos of murder victims and an e-mail suggesting the recipient was being stalked by a serial killer. Following complaints, the Advertising Standards Authority contacted Five to cease promotion of crime show CSI:NY. Five admitted it had sent out 55,000 promotion packs but had now stopped. The promotion material was sent in brown envelope of the type used by investigators in the series, a spin-off from the highly successful CSI: Crime Scene Investigation series, which also runs on Five. The pack also features pictures of forensic evidence from a crime scene and a wanted poster, which did have a CSI:NY logo printed in large at the bottom.","Five admitted it had sent out 55,000 promotion packs but had now stopped.[SEP]The promotion material was sent in brown envelope of the type used by investigators in the series, a spin-off from the highly successful CSI: Crime Scene Investigation series, which also runs on Five.[SEP]The pack also features pictures of forensic evidence from a crime scene and a wanted poster, which did have a CSI:NY logo printed in large at the bottom.",entertainment173.txt
"Huw Stephens, Ras Kwame and Rob Da Bank will each host the mid-week, late-night timeslot, showcasing UK talent.",0,"Huw Stephens, Ras Kwame and Rob Da Bank will each host the mid-week, late-night timeslot, showcasing UK talent. Radio 1 said the show would not try to replace Peel, but would rise to the ""challenge"" of ""keeping his legacy alive"" with unpredictable music. Peel died after suffering a heart attack in Peru in October. Radio 1 said the three DJs had been chosen for their ""in-depth musical knowledge across a variety of musical genres"". Rob Da Bank has been hosting The John Peel Show since the DJ's death. He is also one of the hosts of The Blue Room, an early morning weekend show that plays a mix of old and new electronic and dance music. Huw Stephens is currently one half of the Radio 1 Thursday night show Bethan and Huw in Wales, which explores new music, especially up and coming acts breaking through in Wales. And Ras Kwame is the host of 100% Homegrown on Radio 1's digital station 1Xtra. His show is dedicated to showcasing the best of UK black music and broadcasts live sessions, often giving new artists their first chance to perform on live national radio.","[NULL][SEP]Huw Stephens, Ras Kwame and Rob Da Bank will each host the mid-week, late-night timeslot, showcasing UK talent.[SEP]Radio 1 said the show would not try to replace Peel, but would rise to the ""challenge"" of ""keeping his legacy alive"" with unpredictable music.",entertainment231.txt
"His show is dedicated to showcasing the best of UK black music and broadcasts live sessions, often giving new artists their first chance to perform on live national radio.",0,"Huw Stephens, Ras Kwame and Rob Da Bank will each host the mid-week, late-night timeslot, showcasing UK talent. Radio 1 said the show would not try to replace Peel, but would rise to the ""challenge"" of ""keeping his legacy alive"" with unpredictable music. Peel died after suffering a heart attack in Peru in October. Radio 1 said the three DJs had been chosen for their ""in-depth musical knowledge across a variety of musical genres"". Rob Da Bank has been hosting The John Peel Show since the DJ's death. He is also one of the hosts of The Blue Room, an early morning weekend show that plays a mix of old and new electronic and dance music. Huw Stephens is currently one half of the Radio 1 Thursday night show Bethan and Huw in Wales, which explores new music, especially up and coming acts breaking through in Wales. And Ras Kwame is the host of 100% Homegrown on Radio 1's digital station 1Xtra. His show is dedicated to showcasing the best of UK black music and broadcasts live sessions, often giving new artists their first chance to perform on live national radio.","And Ras Kwame is the host of 100% Homegrown on Radio 1's digital station 1Xtra.[SEP]His show is dedicated to showcasing the best of UK black music and broadcasts live sessions, often giving new artists their first chance to perform on live national radio.[SEP][NULL]",entertainment231.txt
"It added that One Music would support both signed and unsigned talent, and said: ""It will seek out those making music for music's sake rather than for commercial success.",0,"All of the three DJs will continue to host their current shows on Radio 1. ""It is widely accepted that John Peel can never be replaced,"" said the radio station. It added that One Music would support both signed and unsigned talent, and said: ""It will seek out those making music for music's sake rather than for commercial success. ""Above all it will provide support to emerging genres of music and styles that have not yet and may never reach the mainstream.""","""It is widely accepted that John Peel can never be replaced,"" said the radio station.[SEP]It added that One Music would support both signed and unsigned talent, and said: ""It will seek out those making music for music's sake rather than for commercial success.[SEP]""Above all it will provide support to emerging genres of music and styles that have not yet and may never reach the mainstream.""",entertainment231.txt
"One Music is not new to Radio 1 as it already exists as a website, offering advice on aspects of the music industry, such as recording a demo and signing a record contract.",0,"One Music is not new to Radio 1 as it already exists as a website, offering advice on aspects of the music industry, such as recording a demo and signing a record contract. Radio 1's controller, Andy Parfitt, said: ""We believe that by having a series of DJs hosting a selection of shows under the One Music title, we will ensure that his legacy lives on."" Stephens said he grew up ""listening to John"" and that it was a ""massive honour"" to continue Peel's work championing new music. The show will be broadcast from 1 February on Tuesdays, Wednesdays and Thursdays from 2300 GMT - 0100 GMT.","[NULL][SEP]One Music is not new to Radio 1 as it already exists as a website, offering advice on aspects of the music industry, such as recording a demo and signing a record contract.[SEP]Radio 1's controller, Andy Parfitt, said: ""We believe that by having a series of DJs hosting a selection of shows under the One Music title, we will ensure that his legacy lives on.""",entertainment231.txt
That coalition has reached a verbal agreement with major dancehall reggae record labels and concert promoters covering eight of the scene's biggest stars.,0,"That coalition has reached a verbal agreement with major dancehall reggae record labels and concert promoters covering eight of the scene's biggest stars. But the artists themselves were not involved in the negotiations and have not directly signed up. Instead, the record companies have pledged not to release or re-release any offensive songs - many of which date back a number of years. And it is believed promoters will make stars agree not to perform such tunes on stage. ""The reggae industry will work with the artists while still maintaining their freedom of speech and artistic freedom,"" according to media and PR strategist Glen Yearwood, who is representing the reggae industry.",[NULL][SEP]That coalition has reached a verbal agreement with major dancehall reggae record labels and concert promoters covering eight of the scene's biggest stars.[SEP]But the artists themselves were not involved in the negotiations and have not directly signed up.,entertainment248.txt
"""As a gesture of good faith, the Stop Murder Music coalition has agreed to suspend our aggressive campaigning against murder music.",0,"But the artists - Beenie Man, Sizzla, Elephant Man, Buju Banton, Bounty Killer, TOK, Capleton and Vybz Kartel - will not have to apologise for past songs or comments. OutRage!'s Mr Lock said: ""The main players in the dancehall reggae industry will attempt to regulate the industry themselves to ensure that there aren't any violently homophobic or gay-bashing lyrics in the future. ""As a gesture of good faith, the Stop Murder Music coalition has agreed to suspend our aggressive campaigning against murder music. ""So we shall not be picketing concerts or calling for prosecutions to give the industry the space to regulate and reform itself."" Record companies VP and Greensleeves, distributor Jet Star and concert promoters including Jammins and Apollo Entertainment are all on board.","OutRage!'s Mr Lock said: ""The main players in the dancehall reggae industry will attempt to regulate the industry themselves to ensure that there aren't any violently homophobic or gay-bashing lyrics in the future.[SEP]""As a gesture of good faith, the Stop Murder Music coalition has agreed to suspend our aggressive campaigning against murder music.[SEP]""So we shall not be picketing concerts or calling for prosecutions to give the industry the space to regulate and reform itself.""",entertainment248.txt
"""An arbitrary 'template' imposed on all families, whatever the needs of the child, would relegate the welfare of individual children to a secondary position,"" the MPs said.",0,"Currently the presumption is that the interests of the child are paramount. ""An arbitrary 'template' imposed on all families, whatever the needs of the child, would relegate the welfare of individual children to a secondary position,"" the MPs said.","Currently the presumption is that the interests of the child are paramount.[SEP]""An arbitrary 'template' imposed on all families, whatever the needs of the child, would relegate the welfare of individual children to a secondary position,"" the MPs said.[SEP][NULL]",politics051.txt
"Delays in court hearings and the inability to effectively enforce court orders allowed ""a new 'status quo' arrangement for the children to become established by default"", they said.",0,"They said the law should be changed to require family courts specifically to take account of the importance of sustaining the relationship between the child and the non-resident parent in contested cases. This would ""reassert the rights of non-resident parents to contact with their children, as well as the rights of children to contact with both their parents, while maintaining sufficient flexibility to cope with issues of safety"", they said. Delays in court hearings and the inability to effectively enforce court orders allowed ""a new 'status quo' arrangement for the children to become established by default"", they said.","This would ""reassert the rights of non-resident parents to contact with their children, as well as the rights of children to contact with both their parents, while maintaining sufficient flexibility to cope with issues of safety"", they said.[SEP]Delays in court hearings and the inability to effectively enforce court orders allowed ""a new 'status quo' arrangement for the children to become established by default"", they said.[SEP][NULL]",politics051.txt
